descript,cTimeStamp,userId,postId
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2013-12-13 09:38:47,7,379
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2013-11-07 12:55:11,5,277
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,1990-03-04 01:15:53,10,336
Libris quaeritur qui sit finis quid,1993-12-01 01:04:24,9,528
Plurimum afferat Nam diligi et carum esse iucundum,2004-02-16 12:30:10,6,417
Tantum enim esse censet quantus videtur,2004-04-15 02:12:43,14,295
Malum est vivere cum dolore,2003-12-08 08:43:40,13,286
De finibus bonorum et malorum fere a,2013-06-19 07:44:07,7,390
Nihil afferrent quo iucundius id est voluptatem et dolorem,1996-03-08 10:58:01,10,127
Morbis impediri necesse est Animi autem morbi sunt cupiditates,1990-09-06 09:06:59,7,230
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2002-05-18 11:36:35,15,503
Ferrentur et ut dixi ad lineam numquam fore ut,2005-09-12 12:58:43,11,511
Iudicium retinent ne voluptate victi faciant id quod propositum,2010-02-17 06:59:03,11,316
Et urbane Stoicos irridente statua est in eo quod,2007-09-20 11:25:11,8,27
Non inviti legant Quis enim tam,2001-10-13 04:18:56,9,6
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,1991-06-01 06:26:42,11,375
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2017-01-04 03:05:33,7,498
Beatus Multoque hoc melius nos veriusque quam Stoici,2018-08-19 02:51:04,11,470
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2014-03-18 06:16:54,12,315
Meis civibus si ad eorum cognitionem divina illa ingenia,2018-10-14 04:30:27,9,547
Vindicet et ipsius fortunae modice ferre doceat iniurias,2023-10-15 01:31:03,11,280
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,1996-04-13 01:03:36,13,559
Epicuri sententia de voluptate a meque ei responsum,1991-09-10 09:39:59,12,481
Etiam oportet in eo quod semel admissum coerceri reprimique,1996-04-05 03:54:22,8,179
Iis servire qui vel utrisque litteris uti velint vel,2017-10-01 02:50:43,12,193
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,1997-08-02 12:38:59,12,596
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2016-12-10 08:40:07,11,455
Quem ad modum sit affectus eum necesse,1992-04-22 12:24:26,10,255
Cum eas voluptates quae ad amicos pertinerent negarent,2023-03-05 09:49:13,8,415
Desideraret quia quod dolore caret id in hominum,1999-10-16 03:10:46,6,485
Sunt sic inprobitas si cuius in mente consedit,2014-06-10 08:49:12,14,261
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2019-12-13 06:21:10,14,20
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2007-12-27 01:25:08,6,401
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,1997-02-20 05:54:56,12,160
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,1993-01-23 09:23:41,5,63
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2016-02-07 03:39:49,13,173
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2015-11-16 06:20:51,15,65
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2002-10-15 04:07:47,8,119
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2019-07-05 06:38:53,11,493
Nihil sane -- 'At si voluptas esset bonum desideraret,2011-04-22 09:02:10,11,312
Ei responsum cum C Triarius in,2016-04-27 05:37:18,10,383
Iucunde Neque enim civitas in seditione beata esse,1998-07-27 09:42:07,8,217
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2014-04-27 04:41:57,15,287
Vel eum iure reprehenderit qui in una virtute,2002-05-24 10:17:50,13,313
Malum dolorem idque instituit docere sic Omne animal simul atque,2012-11-12 03:03:28,11,338
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2002-04-06 10:10:49,11,418
Philosophia defensa et collaudata est cum esset accusata,1998-11-13 01:14:30,11,94
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2001-05-25 10:18:04,10,240
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2015-12-26 03:06:26,8,297
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,2011-04-23 01:33:41,5,593
Ille quidem utrumque Phaedrum autem etiam,2013-12-06 05:54:11,15,372
Ut cognoscerem quoniam mihi ea facultas ut id apte,2010-05-26 08:40:38,9,150
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2008-03-27 08:39:29,7,224
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2007-04-25 12:59:28,14,405
Earum explicatis et ut dixi ad lineam,2021-08-18 11:08:11,6,48
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2006-07-08 07:23:19,15,81
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2005-04-23 12:18:44,8,337
A natura ipsa iudicari Ea quid percipit aut quid,1997-09-07 09:47:47,9,375
Delectamur cum scribimus quis est tam invidus,1994-10-25 08:01:00,14,72
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2000-07-16 09:09:14,9,446
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2003-09-27 08:54:45,5,579
Iucundo motu voluptatis Sin autem summa voluptas,1995-01-08 04:21:48,6,206
Malint modo legant illa ipsa ne simulent et,2023-10-06 03:01:35,10,573
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2023-07-18 03:04:02,11,72
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2021-06-13 04:42:01,14,329
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,1996-03-02 03:13:01,9,443
Sunt qua ante quam nati et ad eos,2001-01-04 08:04:20,12,397
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,1998-08-04 07:27:45,12,129
Divina illa ingenia transferrem Sed id,2005-02-10 03:19:06,8,507
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2022-05-07 01:13:43,12,261
Servire qui vel utrisque litteris uti velint vel si suas habent,1995-01-21 03:53:13,9,250
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2002-04-13 02:19:20,13,159
Et ortum esse e corpore et ad corpus referri,1999-08-14 04:29:22,8,325
Ponatur sed sine hoc institutionem omnino,1992-08-02 07:56:48,8,63
Ne simulent et iis servire qui vel,2016-08-27 08:39:20,10,32
Laetamur iis quae recordamur Stulti autem malorum memoria,1991-03-18 01:04:29,10,491
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2015-10-10 01:42:30,10,323
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,2020-08-20 04:42:30,9,487
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,1995-08-18 12:24:40,6,374
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,1990-11-21 06:33:26,11,53
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2020-12-04 09:09:36,10,369
Non placuit Epicuro medium esse quiddam inter dolorem,2011-09-04 11:56:13,5,74
Nec medium nec ultimum nec extremum sit ita ferri ut,2020-10-20 03:52:12,12,268
Rerum facilis est et ad usus civium non inutile nosque,2004-04-22 05:53:50,6,261
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2000-06-11 08:53:15,6,11
Nisi nescio quam illam umbram quod appellant honestum non,2012-11-15 05:57:00,6,606
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2004-11-21 08:28:28,5,10
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,1997-09-07 02:25:20,5,7
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,1998-02-01 10:16:07,12,355
Libris quaeritur qui sit finis quid,2016-07-17 01:30:54,13,412
Plurimum afferat Nam diligi et carum esse iucundum,2021-05-08 06:13:04,6,461
Tantum enim esse censet quantus videtur,2018-03-21 08:16:09,15,604
Malum est vivere cum dolore,1991-12-19 08:11:58,8,381
De finibus bonorum et malorum fere a,2004-08-25 07:03:18,15,485
Nihil afferrent quo iucundius id est voluptatem et dolorem,2003-02-13 10:09:52,14,103
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2001-01-22 09:26:57,12,273
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2020-05-12 09:26:11,8,103
Ferrentur et ut dixi ad lineam numquam fore ut,2014-03-25 08:38:54,7,47
Iudicium retinent ne voluptate victi faciant id quod propositum,1997-01-18 03:37:44,8,345
Et urbane Stoicos irridente statua est in eo quod,2022-10-03 08:42:11,6,173
Non inviti legant Quis enim tam,1999-06-10 12:53:14,6,49
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2010-04-14 05:32:00,14,293
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2014-01-02 01:16:54,11,442
Beatus Multoque hoc melius nos veriusque quam Stoici,2019-07-16 12:16:08,5,592
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2013-10-24 11:38:51,12,209
Meis civibus si ad eorum cognitionem divina illa ingenia,2016-07-25 04:49:08,12,166
Vindicet et ipsius fortunae modice ferre doceat iniurias,1999-11-21 12:19:50,13,32
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,1997-04-18 08:58:36,11,161
Epicuri sententia de voluptate a meque ei responsum,2017-04-15 12:46:24,9,298
Etiam oportet in eo quod semel admissum coerceri reprimique,2005-11-10 06:52:16,8,360
Iis servire qui vel utrisque litteris uti velint vel,2006-11-26 09:32:51,6,579
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2018-05-27 04:07:26,14,484
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2023-09-13 01:11:13,9,98
Quem ad modum sit affectus eum necesse,1996-11-04 07:28:35,8,159
Cum eas voluptates quae ad amicos pertinerent negarent,2018-06-23 10:09:49,15,457
Desideraret quia quod dolore caret id in hominum,1996-02-09 06:29:58,7,125
Sunt sic inprobitas si cuius in mente consedit,2013-04-01 11:56:42,8,235
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2002-04-20 05:29:21,8,205
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2022-09-08 08:45:49,8,256
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,1991-09-20 02:51:49,9,555
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2000-07-08 02:42:55,15,372
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2006-05-05 12:37:24,7,371
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2020-12-09 12:06:54,13,183
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2007-10-09 02:22:24,6,238
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2006-04-06 06:01:35,11,71
Nihil sane -- 'At si voluptas esset bonum desideraret,2007-11-06 08:48:39,7,170
Ei responsum cum C Triarius in,2006-04-09 11:38:10,12,141
Iucunde Neque enim civitas in seditione beata esse,2020-04-07 04:39:26,6,366
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,1995-05-10 12:44:18,5,429
Vel eum iure reprehenderit qui in una virtute,2008-08-19 03:53:22,14,13
Malum dolorem idque instituit docere sic Omne animal simul atque,2018-11-18 10:56:24,12,84
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2021-11-12 03:14:12,6,53
Philosophia defensa et collaudata est cum esset accusata,1999-07-09 06:03:49,5,533
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2015-12-06 03:26:12,15,611
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2009-10-06 05:35:03,10,317
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,2022-12-06 02:00:46,10,100
Ille quidem utrumque Phaedrum autem etiam,1999-02-18 08:40:16,6,494
Ut cognoscerem quoniam mihi ea facultas ut id apte,1994-10-05 10:18:30,7,476
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2010-05-08 01:03:51,10,273
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,1994-06-02 04:31:06,14,153
Earum explicatis et ut dixi ad lineam,2011-12-27 02:49:25,14,508
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2022-05-18 04:41:11,9,188
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2016-05-13 06:11:00,8,584
A natura ipsa iudicari Ea quid percipit aut quid,2000-12-03 01:43:02,10,304
Delectamur cum scribimus quis est tam invidus,2006-10-21 04:44:45,10,291
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2003-09-23 06:09:42,10,415
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2002-09-15 06:50:05,12,251
Iucundo motu voluptatis Sin autem summa voluptas,2016-05-07 01:21:06,9,153
Malint modo legant illa ipsa ne simulent et,2002-05-12 07:43:45,9,577
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2013-12-26 11:13:57,11,400
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2005-01-03 07:59:48,8,143
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,1994-06-13 05:29:25,14,584
Sunt qua ante quam nati et ad eos,2013-07-11 11:06:55,14,132
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2021-10-11 01:29:59,6,156
Divina illa ingenia transferrem Sed id,2000-02-24 12:38:32,11,486
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2002-08-21 05:54:10,10,54
Servire qui vel utrisque litteris uti velint vel si suas habent,1995-07-18 06:35:23,9,510
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,1997-03-25 09:47:37,10,60
Et ortum esse e corpore et ad corpus referri,1998-09-09 07:43:37,6,382
Ponatur sed sine hoc institutionem omnino,2004-12-06 04:29:57,7,231
Ne simulent et iis servire qui vel,1999-10-21 09:37:00,8,447
Laetamur iis quae recordamur Stulti autem malorum memoria,2016-01-14 10:23:28,9,47
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2023-02-18 11:19:44,11,601
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,1997-09-10 05:13:09,11,474
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2015-07-02 03:37:58,15,142
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2000-06-03 02:10:22,12,554
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2018-12-16 11:01:44,9,572
Non placuit Epicuro medium esse quiddam inter dolorem,2014-08-13 08:47:33,12,482
Nec medium nec ultimum nec extremum sit ita ferri ut,2013-08-02 01:40:08,5,112
Rerum facilis est et ad usus civium non inutile nosque,2022-03-24 02:00:14,5,168
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2011-07-23 11:14:47,8,424
Nisi nescio quam illam umbram quod appellant honestum non,1997-10-01 10:42:32,10,48
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,1995-03-17 11:48:54,6,279
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2014-04-04 12:00:34,6,524
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2022-06-10 04:45:11,12,284
Libris quaeritur qui sit finis quid,1991-09-15 03:52:41,13,16
Plurimum afferat Nam diligi et carum esse iucundum,2001-08-21 05:28:28,7,38
Tantum enim esse censet quantus videtur,2007-06-03 06:21:37,7,26
Malum est vivere cum dolore,1992-05-01 12:16:19,15,243
De finibus bonorum et malorum fere a,1991-03-14 12:55:48,8,595
Nihil afferrent quo iucundius id est voluptatem et dolorem,2022-03-21 03:21:14,11,212
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2008-08-03 02:30:38,9,537
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2011-10-13 12:51:27,12,489
Ferrentur et ut dixi ad lineam numquam fore ut,2015-08-18 11:15:15,13,453
Iudicium retinent ne voluptate victi faciant id quod propositum,1990-10-12 04:22:49,13,463
Et urbane Stoicos irridente statua est in eo quod,2023-08-12 05:06:44,8,126
Non inviti legant Quis enim tam,1999-10-02 12:10:11,14,449
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2003-10-13 12:24:48,11,85
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2014-06-06 01:17:23,7,285
Beatus Multoque hoc melius nos veriusque quam Stoici,2004-07-22 01:24:46,10,586
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2014-07-08 06:15:31,13,445
Meis civibus si ad eorum cognitionem divina illa ingenia,1992-06-06 10:55:06,5,20
Vindicet et ipsius fortunae modice ferre doceat iniurias,1993-12-16 04:04:46,8,405
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2004-12-01 12:59:23,10,578
Epicuri sententia de voluptate a meque ei responsum,2001-02-08 12:34:58,8,263
